leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,NIORT,1,0,1,0,0,0,0
2,SC BASTIA,1,0,1,0,1,1,0
3,SC BASTIA,2,0,2,0,2,2,0
4,PAU FC,4,1,1,2,2,3,-1
5,SC BASTIA,5,1,2,2,4,6,-2
6,SC BASTIA,6,1,3,2,4,6,-2
7,GRENOBLE,7,2,1,4,4,10,-6
8,SC BASTIA,7,1,4,3,6,9,-3
9,DIJON FCO,10,3,1,5,11,15,-4
10,EA GUINGAMP,11,2,5,3,8,11,-3
11,GRENOBLE,14,4,2,5,12,16,-4
12,EA GUINGAMP,14,3,5,4,11,14,-3
13,GRENOBLE,15,4,3,6,13,18,-5
14,DIJON FCO,16,5,1,8,14,20,-6
15,QRM,17,4,5,6,13,19,-6
16,SC BASTIA,18,4,6,6,14,16,-2
17,VAFC,20,5,5,7,13,22,-9
18,EA GUINGAMP,21,5,6,7,21,26,-5
19,SM CAEN,22,5,7,7,22,21,1
20,DIJON FCO,23,7,2,11,25,29,-4
21,SC BASTIA,23,5,8,8,20,21,-1
22,SM CAEN,25,6,7,9,26,26,0
23,AMIENS SC,26,5,11,7,27,22,5
24,RODEZ AF,29,7,8,9,20,25,-5
