leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FC METZ,1,0,1,0,3,3,0
2,OM,4,1,1,0,5,4,1
3,RENNES,5,1,2,0,3,2,1
4,RC LENS,6,1,3,0,7,5,2
5,CLERMONT,8,2,2,1,9,9,0
6,CLERMONT,9,2,3,1,10,10,0
7,OGC NICE,11,3,3,1,13,4,9
8,FC LORIENT,13,3,4,1,9,8,1
9,AS MONACO,14,4,2,3,14,11,3
10,OL,16,4,4,2,16,13,3
11,ANGERS SCO,17,4,5,2,17,13,4
12,OL,19,5,4,3,20,17,3
13,MONTPELLIER,19,5,4,4,21,19,2
14,ANGERS SCO,21,5,6,3,20,16,4
15,OL,24,7,4,4,24,22,2
16,OL,24,7,4,5,25,24,1
17,STRASBOURG,26,7,5,5,34,22,12
18,RC LENS,27,7,6,5,32,26,6
19,STRASBOURG,29,8,5,6,36,24,12
20,MONTPELLIER,31,9,4,7,33,25,8
21,AS MONACO,33,9,6,6,33,23,10
22,MONTPELLIER,34,10,4,8,37,30,7
23,AS MONACO,36,10,6,7,37,26,11
24,AS MONACO,37,10,7,7,37,26,11
25,AS MONACO,37,10,7,7,37,26,11
