leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,1,0,1,0,1,1,0
2,MONTPELLIER,1,0,1,1,5,6,-1
3,BREST,2,0,2,1,4,6,-2
4,STRASBOURG,4,1,1,2,6,8,-2
5,TROYES,4,1,1,3,5,7,-2
6,TROYES,5,1,2,3,6,8,-2
7,AS MONACO,8,2,2,3,8,10,-2
8,RENNES,9,2,3,3,10,9,1
9,MONTPELLIER,10,2,4,3,16,16,0
10,MONTPELLIER,13,3,4,3,17,16,1
11,MONTPELLIER,13,3,4,4,18,19,-1
12,FC LORIENT,15,3,6,3,12,18,-6
13,FC LORIENT,15,3,6,4,13,20,-7
14,BREST,15,3,6,5,20,21,-1
15,LOSC,18,4,6,5,19,22,-3
16,FC NANTES,19,5,4,7,20,21,-1
17,FC NANTES,22,6,4,7,21,21,0
18,OL,23,6,6,5,25,25,0
19,OL,24,6,7,5,26,26,0
20,BREST,25,6,7,7,26,31,-5
21,BREST,25,6,7,7,26,31,-5
